group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
KCNV1	0.29278	0.30687	0.66853	0.56661	0.19839	0.054545	0.055094	0.066747	0.11595	0.41995	0.92957	0.065537	0.12756	0.090048	-0.956895	-0.905474	-0.59682	-1.130325	-0.9018065	0.12484	0.136451	-0.636435	-0.68086	-0.03781000000000001	-1.280015	-0.62557	0.178041	0.20474499999999998	0.52152	0.51565	0.79732	0.74854	0.36987	0.16667	0.15061	0.19825	0.28135	0.64461	0.94146	0.17449	0.30218	0.20926	0.28272903196786947	0.2876449779142958	0.09836734191354284	0.12578498715110004	0.4319508926987299	0.7781425645808633	0.8221461914776997	0.7027868040103585	0.5507530805099885	0.19070296144991414	0.0261981272121704	0.7582294573538756	0.5197342831375382	0.67931377901667	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.972214	0.954208	0.935274	3	3	2	2	3	3	3	3	2	2	1	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCNV2	0.49779	0.50387	0.24382	0.11117	0.32956	0.58934	0.73102	0.88816	0.88409	0.84686	0.10869	0.79827	0.018016	0.022881	-0.041105	-0.034134	0.34705	0.1067732	0.0755645	0.045413999999999996	0.179949	-0.24539499999999997	0.1204205	0.04436	0.297215	0.209652	0.45226	0.54148	0.71548	0.67355	0.45546	0.27471	0.49462	0.75677	0.77018	0.92171	0.90958	0.90693	0.27505	0.81801	0.066594	0.071445	0.1454025016820335	0.1716301595280857	0.3415497581906038	0.561125531093555	0.3057283268869165	0.121036092637843	0.1134077633066589	0.03540570065020758	0.04115909755639326	0.0424262319993484	0.5605883507142152	0.08724138713763405	1.176564898221221	1.1460281594327284	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.779319	0.853121	2	2	3	3	2	2	1	1	1	1	4	1	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD1	0.4825	0.11168	0.65392	0.071495	0.71761	0.20887	0.2323	0.51433	0.37447	0.2564	0.23937	0.23359	0.22739	0.66718	0.151666	0.11658099999999999	-0.04856	0.5160549999999999	0.11098050000000001	0.29917499999999997	0.3221	-0.24750499999999998	0.04940900000000001	0.5006900000000001	0.04613499999999998	0.15348900000000001	-0.023989999999999984	0.057305999999999996	0.70155	0.26988	0.78753	0.20205	0.75926	0.42881	0.41763	0.73081	0.59553	0.49059	0.47865	0.41923	0.44461	0.73691	0.15394137103581462	0.568829298516743	0.10373289330179666	0.6945411452213331	0.11960947940150611	0.3677350952971447	0.379208311810177	0.13619551863325782	0.2250963559170796	0.30928130853297836	0.3199819367508083	0.3775476469015344	0.35202077353991007	0.13258554998372032	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.975675	0.999996	3	4	2	4	1	3	3	2	2	3	3	3	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD10	0.41239	0.38909	0.95415	0.042897	0.88252	0.035923	0.060363	0.24975	0.16711	0.9701	0.10751	0.49236	0.76647	0.99085	-0.8610450000000001	-1.041684	-1.4247299999999998	-0.561435	-1.1471164999999999	0.804475	0.70556	-0.679115	-0.47100999999999993	-1.33546	0.17406	-1.25517	-0.35092999999999996	-1.13534	0.63645	0.59703	0.95483	0.14127	0.88266	0.12152	0.16261	0.45213	0.37054	0.97045	0.27309	0.63929	0.8667	0.99109	0.19623570917770292	0.22400384557563863	0.02007394426333802	0.8499500548376151	0.05420655413419042	0.9153522391452701	0.7888527501855077	0.34473667544259357	0.43116490282204645	0.013026835632119005	0.563694202549146	0.19430208890069806	0.0621312034361406	0.003886905828940306	0.998643	0.999874	0.999582	0.950825	0.999996	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	1	0	3	0	5	4	2	2	0	3	2	1	0	6	6	6	6	6	6	6	5	6	5	6	6	6	6
KCTD11	0.28848	0.50201	0.85637	0.060904	0.082485	0.21585	0.23148	0.95657	0.086483	0.26303	0.088081	0.042693	0.43339	0.49109	0.092396	0.037116	-0.17217000000000002	0.424635	0.1657535	0.019904999999999992	0.174466	-0.324105	-0.35438000000000003	-0.09161	-0.243535	-0.15213	-0.46575	-0.26479	0.51734	0.67223	0.86671	0.18157	0.19578	0.43616	0.41657	0.95826	0.22732	0.49714	0.23931	0.12197	0.65418	0.63432	0.28622394125517786	0.17248210992109347	0.062126192567599325	0.7409559064247678	0.7082316758284815	0.36035416584542046	0.3803120097209487	0.018516639934650296	0.6433623526273072	0.3035212920201465	0.6210391532291081	0.913746976182839	0.1843027375305296	0.19769159515668364	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.989288	0.996673	0.999828	0.936605	0.999996	0.999996	1	2	1	3	3	3	3	1	2	3	3	1	3	2	6	6	5	6	6	6	6	6	6	6	6	6	6	6
KCTD12	0.56362	0.32584	0.12787	0.038481	0.4143	0.63721	0.66253	0.14566	0.0083358	0.011969	0.87057	0.0022419	0.09988	0.10946	-0.583685	0.204956	0.49758	0.675385	0.1214195	0.090302	0.03226899999999999	0.328835	0.6634	0.86304	-0.539965	0.67075	0.42157	0.41658	0.75079	0.53696	0.30189	0.12915	0.56674	0.78434	0.73645	0.33721	0.034532	0.048066	0.91773	0.0098514	0.25173	0.23876	0.1244815205122542	0.27005806518741254	0.5201512725905078	0.888905589490664	0.2466161341624224	0.10549563614851824	0.13285673349374716	0.47209955480523375	1.46177826776088	1.3181620178798539	0.03728507125795298	2.0065020467541888	0.5990650241891479	0.6220384297803633	0.998643	0.999874	0.999582	0.947112	0.999996	0.999973	0.999996	0.999406	0.668651	0.760263	0.999828	0.355473	0.90974	0.954288	2	3	4	5	2	2	1	3	3	5	1	3	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD13	0.65375	0.94689	0.80609	0.08305	0.99382	0.02245	0.43266	0.012092	0.020415	0.023031	0.46302	0.10842	0.067924	0.66173	0.1207442	-0.18624400000000002	-0.19115000000000001	0.649975	-0.8311165	0.9998149999999999	0.37799	0.816625	1.1734099999999998	1.39264	-0.6537350000000001	-0.04183999999999999	0.60271	-0.52875	0.78316	0.94796	0.83773	0.22394	0.99376	0.080692	0.58441	0.045731	0.066875	0.076059	0.62052	0.24315	0.18117	0.73449	0.10614950228625356	0.023209987710224526	0.07689593173300231	0.6498683261274617	0.0027184880985244935	1.093169520148779	0.23328236134201505	1.3397893017959306	1.174736204970715	1.1188493888552393	0.20724421618030545	0.6141257260958038	0.7419137156720206	0.13401411270474345	0.998643	0.999874	0.999582	0.998991	0.999996	0.95243	0.999996	0.748527	0.915842	0.8402	0.999828	0.991768	0.876148	0.999996	1	0	1	3	0	5	2	2	3	4	2	2	3	1	5	6	5	6	6	6	6	5	5	5	4	6	5	6
KCTD14	0.79304	0.26785	0.12321	0.39097	0.47563	0.23692	0.1256	0.47707	0.46645	0.45053	0.49528	0.31986	0.36638	0.62179	-0.358195	0.241796	0.29727	0.521555	0.1638235	0.067828	0.019046999999999994	0.249527	0.018463000000000007	0.119261	-0.386385	0.078255	-0.03320000000000001	0.022150000000000003	0.88591	0.4712	0.29354	0.61493	0.62064	0.45865	0.26361	0.69777	0.68582	0.67287	0.71389	0.5014	0.58684	0.71702	0.05261039604603266	0.32679471822095474	0.5323327101042141	0.21117431893024305	0.20716023774401876	0.3385186021563843	0.5790381188790764	0.1562877065911677	0.16378985406652938	0.17206883434397255	0.1463687014917998	0.2998156703778023	0.23148029157855407	0.14446873028966403	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	3	4	3	2	3	2	2	3	3	2	2	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD15	0.083287	0.018965	0.70168	0.024862	0.041612	0.18162	0.19684	0.20032	0.71008	0.099674	0.65241	0.32876	0.40233	0.045703	-0.8008649999999999	0.31563600000000003	-0.032440000000000004	1.101275	0.4983735	-0.8647149999999999	-0.65463	-0.41644499999999995	-0.38659999999999994	0.49952	0.019464999999999982	-0.08626999999999999	0.1457105	0.42538	0.22585	0.068792	0.8203	0.088646	0.1187	0.39393	0.36817	0.42476	0.8286	0.25716	0.80523	0.50795	0.62294	0.12838	0.646179905102587	1.1624620640590864	0.0860272884490289	1.052340856420882	0.9255492810454088	0.40458094394756106	0.43395160248399783	0.37185638787105024	0.08165507103772508	0.5897965829105465	0.0940800532173745	0.29417903533970924	0.2055537814688852	0.8915026286517409	0.998643	0.849805	0.999582	0.854235	0.982471	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.933821	3	5	2	5	4	2	2	4	2	3	2	1	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD16	0.040742	0.11442	0.050708	0.073429	0.047134	0.9499	0.85544	0.1858	0.18941	0.83354	0.18501	0.15752	0.085391	0.11712	0.485875	0.357676	0.9254	0.736225	0.3350335	-0.251575	-0.25111	0.465995	0.21529	0.017119999999999996	0.18191	0.29314	0.36554	0.43055	0.11949	0.24757	0.14186000000000001	0.19372	0.11754	0.94986	0.85444	0.37215	0.3684	0.86998	0.37269	0.30762	0.22039	0.241	0.9226684388710096	0.6063019833345863	0.8481400444874878	0.7128255396254982	0.92981431362162	0.022340400719570216	0.06831842865277765	0.42928197667210966	0.4336803784751887	0.06049073127733253	0.42865226005829704	0.511985432175957	0.6568081150985927	0.6179829574251317	0.897946	0.999874	0.93499	0.998991	0.982471	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.891775	0.955682	4	2	3	3	3	0	0	3	2	1	2	2	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5
KCTD17	0.97564	0.97773	0.79672	0.96124	0.93452	0.10721	0.15313	0.24849	0.037692	0.028309	0.28726	0.079293	0.025106	0.041879	-0.09162500000000001	-0.20978400000000003	0.015063	-0.311845	-0.1788565	0.18426700000000001	0.24108	0.15270438	0.27639	0.73587	-0.09964500000000001	0.224468	0.61361	0.54768	0.97564	0.97829	0.86854	0.96165	0.93546	0.26672	0.30504	0.48487	0.12607	0.098869	0.52399	0.20021	0.088329	0.11917	0.01071040247150831	0.009532385774202288	0.06121017562880262	0.016982964060586907	0.02897477807383444	0.5739444175160698	0.5156432077343859	0.31437468583190903	0.8993882471662099	1.0049398584470568	0.2806770011579907	0.698514234367402	1.0538966863177672	0.9238330606550674	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.92617	0.999828	0.991768	0.779319	0.933821	0	0	1	0	0	4	3	3	3	4	2	3	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD18	0.9166	0.81436	0.19403	0.74043	0.86867	0.47612	0.31043	0.43942	0.98341	0.21249	0.88466	0.94908	0.003247	0.025159	-0.09306500000000001	-0.195994	-0.18358000000000002	-0.279295	-0.1074965	0.165983	0.28176	-0.300795	-0.36349	0.44093	-0.828995	-0.13879999999999998	0.45774000000000004	0.6769000000000001	0.93106	0.85621	0.40003	0.85081	0.86901	0.69449	0.48234	0.66381	0.98408	0.44257	0.92212	0.94987	0.015536	0.0772	0.031022331017279105	0.06741970418279153	0.39790743780728705	0.07016741425673634	0.06097522594508379	0.15833400331165864	0.31664672095403773	0.177956209426501	0.006969594509421687	0.3540180284476959	0.03521255839683812	0.02233582854897855	1.8086607874360703	1.1123826996642638	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.663521	0.853121	1	1	1	2	0	1	2	3	0	3	1	0	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD19	0.061105	0.33218	0.70758	0.24447	0.3376	0.016443	0.062286	0.20047	0.15195	0.69887	0.29938	0.40239	0.042561	0.0035515	0.17541299999999999	0.016287000000000003	-0.15437	0.011409000000000002	-0.0415165	0.5531550000000001	0.51814	0.13033	0.013730000000000006	-0.22264	-0.104385	0.154498	0.5312	0.6752	0.18389	0.54391	0.8244	0.47104	0.50123	0.06198	0.16684	0.42506	0.34501	0.82756	0.53562	0.56518	0.13944	0.0146	0.7354418871996729	0.26447295643598645	0.08386201689282473	0.326942211678614	0.29996294317560623	1.2077484280967359	0.7776998188262063	0.3715497621150475	0.46216831686330845	0.08220050906369872	0.2711432148424952	0.2478132149114476	0.8556126258980632	1.8356471442155629	0.977834	0.999874	0.999582	0.998991	0.999996	0.931451	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.840335	0.74913	3	1	2	1	2	4	3	3	2	1	2	2	4	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD2	0.30982	0.79353	0.71196	0.63139	0.83843	0.015657	0.0010216	0.42813	0.36405	0.33072	0.074563	0.14685	0.021295	0.0037927	-0.015284999999999993	-0.44874400000000003	-0.75205	-0.731975	-0.3066265	0.370605	0.5401199999999999	-0.299875	-0.27034	-0.72691	0.756405	-0.16426999999999997	0.65679	0.7517100000000001	0.53825	0.84718	0.8273	0.78416	0.84108	0.059646	0.0043755	0.6535	0.58536	0.56095	0.21413	0.29884	0.076563	0.015431	0.2690159615044752	0.07202430548811192	0.08233697567262503	0.10559531483144562	0.07516269396883081	1.224418675818885	2.358972311822586	0.1847544080834369	0.23257695797466338	0.25107584764193486	0.6693224830010646	0.5245612722628965	1.1159810577557732	1.811605928738572	0.998643	0.999874	0.999582	0.998991	0.999996	0.931451	0.355507	0.999406	0.99906	0.996673	0.999828	0.999996	0.779319	0.74913	2	1	2	2	1	4	4	2	3	3	4	2	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD20	0.1829	0.20054	0.30865	0.93434	0.194	0.26743	0.265	0.34376	0.64402	0.94474	0.19904	0.56822	0.032298	0.20624	-0.7139150000000001	-1.563384	-0.9298200000000001	-1.5288249999999999	-1.2491165	-0.253965	0.081091	-0.026895000000000002	0.015032000000000004	-0.42217000000000005	0.785865	0.28449	0.029109999999999997	0.28498	0.39644	0.39036	0.52496	0.94029	0.36365	0.49002	0.44546	0.5749	0.78705	0.94944	0.42326	0.70521	0.10978	0.381	0.4018225325347496	0.4085346906705216	0.27987378695802756	0.026738182596047145	0.43931640809254696	0.309786194027854	0.35119128727065446	0.24040769135402518	0.10399767674597978	0.022532475363252202	0.373392772395601	0.1516815379580431	0.9594767735544039	0.4190750243243807	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.786779	0.995753	3	2	2	1	2	3	1	1	2	1	4	1	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD21	0.16388	0.6792	0.40983	0.26258	0.13312	0.99909	0.97169	0.45093	0.099392	0.30037	0.55587	0.12353	0.89499	0.97847	-0.614325	-0.674294	-1.3618299999999999	0.484365	-0.4332265	-1.4214550000000001	-1.15815	-1.096095	-0.12861	0.15646765	-2.092815	-0.39838	-0.5432	-0.8110299999999999	0.33975	0.80062	0.62978	0.46491	0.2734	0.99911	0.9717	0.64628	0.25146	0.51228	0.75672	0.26566	0.91347	0.97902	0.4688405345954681	0.09657356514129636	0.2008111354231269	0.3326311122421413	0.5632014897681966	3.866941933463142e-4	0.012467797270160636	0.18957928369365856	0.599531088782512	0.29049259914842845	0.12106478754048935	0.5756738316907046	0.03930571109020634	0.009208436081522834	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.991768	0.999996	0.999996	3	1	2	3	1	0	0	2	3	2	2	2	1	0	5	6	6	5	6	6	6	5	6	5	6	6	6	6
KCTD3	0.3828	0.042036	6.2165e-4	0.43943	0.064277	0.47223	0.92741	0.20263	0.051754	0.38426	0.090683	0.13278	0.97487	0.97724	0.19816899999999998	0.563156	0.9918199999999999	0.406895	0.0954045	0.235585	-0.20413000000000003	0.179285	0.092257	-0.23914999999999997	-0.566365	0.169222	-0.8584	-0.7882800000000001	0.60804	0.12716	0.0032838	0.6612	0.16754	0.69177	0.92808	0.42847	0.15877	0.61069	0.24393	0.27846	0.97533	0.97776	0.21606784966170406	0.8956494807572647	2.4836233014738514	0.17966715510059011	0.7758814888936195	0.1600382759686129	0.03241458621532851	0.3680795804865557	0.7992315552168285	0.21417919148338205	0.6127347842158247	0.5552371811973265	0.010848417192926906	0.00976773362424868	0.998643	0.999874	0.223814	0.998991	0.999996	0.999973	0.999996	0.999406	0.965231	0.996673	0.999828	0.998159	0.999996	0.999996	3	4	4	3	2	3	0	3	3	3	3	3	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD4	0.27371	0.098437	0.1648	0.85518	0.63293	0.015592	0.0075489	0.53232	0.049103	0.10986	0.05945	0.0048852	0.39515	0.75002	-0.439205	-0.226584	0.43863	-0.42105499999999996	-0.3768365	0.321715	0.196292	-0.07997499999999999	0.45307	0.137507	0.589375	0.39627	-0.047880000000000006	-0.10953000000000002	0.50298	0.24424	0.36669	0.90333	0.71891	0.059379	0.029874	0.74218	0.15343	0.27525	0.18577	0.019752	0.61571	0.77961	0.2984492834576399	0.6121832087093946	0.435700933519181	0.04415356641087734	0.14332547533322246	1.2263671206190387	1.5247066233408968	0.1294907530412227	0.8140897149592855	0.5602726723562106	0.731024418902193	1.7043889230761242	0.2106237927954745	0.10812259885538383	0.998643	0.999874	0.999582	0.998991	0.999996	0.931451	0.746858	0.999406	0.957677	0.996673	0.999828	0.466517	0.999996	0.999996	3	3	3	1	1	3	2	2	4	3	5	4	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD5	6.6444e-4	1.0991e-4	0.035532	0.050541	0.03187	0.10275	0.5068	7.286e-4	2.596e-8	6.8586e-7	9.8968e-4	1.7295e-4	0.43033	0.98118	1.1590049999999998	0.792186	0.54547	0.297155	0.2510335	0.415585	-0.09840000000000002	0.950925	1.41781	1.76554	1.042905	0.9516500000000001	0.17807	-0.2909	0.0032201	5.0765e-4	0.11994	0.16074	0.094452	0.25876	0.64977	0.0035826	3.8051000000000002e-06	3.8169e-6	0.0046708	8.2699e-4	0.65107	0.98198	2.4921306411073263	3.294435609479844	0.9210359554982394	0.7938760360081475	1.0247888415561481	0.5871028575315493	0.18724034398399433	2.4458016784345764	5.4196339252593715	5.418289218100965	2.33060872846387	3.0824997419239666	0.1863723156109036	0.007897357404588311	0.173886	0.041151	0.904866	0.967419	0.974501	0.999973	0.999996	0.257151	7.07e-4	0.001238	0.201815	0.134282	0.999996	0.999996	6	5	4	4	4	4	1	6	6	6	5	6	3	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD6	0.17054	0.68323	0.7812	0.99044	0.82306	0.058345	0.09906	0.45454	0.70488	0.69492	0.29834	0.61218	0.88646	0.8408	0.20696199999999998	-0.615044	-1.8053299999999999	-0.721565	-0.4514565	-0.290905	-0.10200000000000001	-0.11679499999999998	-0.32748	0.012780000000000014	-0.186205	-0.13394	-0.38173	-0.19779000000000002	0.37697	0.80356	0.86386	0.99042	0.82824	0.17431	0.22358	0.67765	0.82536	0.82507	0.53464	0.73076	0.90946	0.84363	0.423693210411908	0.09498168990741136	0.0635566350141901	0.004180598330077591	0.08184379899690715	0.758677697111227	0.650567048183279	0.1689945573364825	0.08335658246638052	0.08350920378451956	0.2719385518843631	0.1362252328776712	0.0412163973825697	0.07384798487992239	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	1	1	0	1	3	3	2	1	1	2	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD7	0.015459	0.011672	0.092179	0.059665	0.0056349	0.24776	0.45587	0.04421	0.07403	0.38511	0.32711	0.26515	0.27833	0.43781	0.266125	0.498676	0.15606	0.367325	0.48200350000000003	0.018550999999999998	0.025546999999999986	0.793745	0.45626	0.35925	0.06585999999999999	0.37346999999999997	0.27257	0.17679599999999998	0.05967	0.044371	0.23527	0.17896	0.022357	0.46989	0.60422	0.1451	0.20341	0.61152	0.56169	0.45963	0.49866	0.5878	1.224243962155902	1.3529007833729658	0.6284334475162657	0.7472440289114267	1.6505864731852684	0.32800379734995955	0.2188049034488974	0.8383325875622641	0.6916277001936881	0.2135893346250812	0.25050330797979226	0.3375916327051351	0.30219546730599217	0.23077041826340625	0.782227	0.747396	0.999582	0.998991	0.63521	0.999973	0.999996	0.961386	0.989288	0.996673	0.999828	0.999996	0.993825	0.999996	5	3	3	2	3	3	2	5	4	3	2	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD8	0.46895	0.27112000000000003	0.024781	0.28396	0.52381	0.38573	0.74022	0.21761	0.053901	0.27772	0.041131	0.045765	0.59378	0.57332	0.538805	0.309726	0.8047	-0.577245	0.1711635	0.151041	0.04193599999999999	0.492455	0.198747	0.02348	0.5923849999999999	-0.010899999999999993	0.1508811	-0.07244	0.68914	0.47496	0.087316	0.51023	0.6647	0.60798	0.77524	0.45074	0.16307	0.51147	0.13708	0.12923	0.75582	0.69827	0.16169254144344797	0.3233429640819977	1.0589061678062057	0.2922340097571553	0.1773743212258593	0.21611070696493156	0.1105638271194386	0.3460738996427083	0.7876259287993406	0.2911798345159448	0.8630259042421706	0.8886366556748694	0.12158162025875424	0.15597661629255663	0.998643	0.999874	0.837471	0.998991	0.999996	0.999973	0.999996	0.999406	0.969732	0.996673	0.999828	0.947925	0.999996	0.999996	2	3	4	3	1	3	1	4	3	3	3	3	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KCTD9	0.025457	0.029721	0.06574	0.059291	0.10058	0.46694	0.3646	0.058022	0.74421	0.046311	0.7823	0.93997	0.084932	0.21896	0.18779600000000002	0.11247	0.32739	-0.299745	-0.0522465	-0.05727499999999999	-0.22657	-1.4726949999999999	-1.6592900000000002	1.30944	-1.416615	-1.9365700000000001	-0.8936999999999999	-1.20144	0.090496	0.098785	0.17603	0.16185	0.21308	0.6867	0.50826	0.1604	0.82084	0.13331	0.81296	0.94014	0.21932	0.36116	1.0433706165552323	1.005308995815146	0.7544133110257863	0.7908872962614081	0.6714573118872079	0.16323295260579468	0.2939140678751769	0.7947956360518553	0.08574148829950928	0.8751372715769433	0.08993082243377953	0.0268074690597003	0.6589217627885567	0.44230035564878567	0.881821	0.991671	0.995439	0.969587	0.999996	0.999973	0.999996	0.966031	0.99906	0.980275	0.999828	0.999996	0.891775	0.995753	5	3	2	3	2	3	2	2	1	3	1	0	2	2	6	6	5	5	5	6	5	5	5	5	4	5	5	5
KEAP1	0.095652	0.11124	0.025641	0.25348	0.10232	0.35617	0.82498	0.1141	0.57699	0.81269	0.46672	0.79146	0.38716	0.86779	0.28569500000000003	0.209146	0.48988000000000004	0.293485	0.1781435	0.021121	0.01776499999999999	0.489285	-0.14037999999999998	-0.11642999999999998	-0.329445	-0.31129999999999997	0.187054	0.0034399999999999986	0.24887	0.26896	0.089954	0.47971	0.22692	0.57866	0.83108	0.28324	0.74767	0.89763	0.68889	0.81389	0.60758	0.86819	0.6040274522050069	0.5703123039046043	1.0459795200415722	0.3190212281683485	0.6441272251073354	0.23757653730065964	0.08035716889183829	0.5478454142853368	0.1262900449195133	0.04690264114057188	0.16185011946666508	0.08943428752009186	0.21639653045210064	0.061385220766186	0.998643	0.999874	0.838058	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	2	2	2	2	1	1	3	1	1	2	1	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
KIAA1586	0.0091959	0.44163	0.012713	0.99107	0.21453	0.16036	0.17361	0.5642	0.33537	0.78883	0.43077	0.36783	0.069216	0.019405	0.770875	0.024072000000000003	0.36181	-1.263725	0.0184005	-0.074485	-0.05703	-0.349395	-0.39766999999999997	-0.033019999999999994	-0.46679499999999996	-0.22053	-0.38950000000000007	-0.2299	0.038683	0.63152	0.049104	0.9911	0.39259	0.35948	0.33507	0.75811	0.55674	0.88304	0.65688	0.53755	0.19349	0.062344	1.4124798522487347	0.1996128909485599	1.3088831289122527	0.0038825238627119936	0.40606076688611453	0.44432526698139707	0.47486445434228286	0.12026777467532104	0.25434757489351495	0.05401962327881166	0.18251396087827032	0.26958113380459775	0.7133414753843137	1.2052053367688738	0.739618	0.999874	0.706546	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.878449	0.853121	3	2	5	0	3	3	3	2	1	2	2	2	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
