group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
UBA2	0.59547	0.059079	0.05242	0.015332	0.69675	0.9184	0.99965	0.026387	0.54629	0.86416	0.60804	0.58803	0.12512	0.84757	-0.20448500000000003	0.167206	-0.37046999999999997	1.0559349999999998	-2.4979165	-1.5284550000000001	-3.72535	-1.8431950000000001	-1.4936900000000002	-3.00456	-1.991915	-3.71097	0.9822299999999999	-1.70224	0.64343	0.16004	0.13093	0.050534	0.74853	0.91858	0.99968	0.082806	0.70007	0.86429	0.61065	0.72236	0.27977	0.84921	0.1914986939302926	0.7957714572930404	0.8829608321223213	1.2964163239827677	0.12579078907728797	0.036883014594336565	1.38996474831301e-4	1.0819381937406738	0.15485853270888053	0.0633405118407707	0.21420763856491923	0.14124631067384208	0.5531988571529088	0.07098490037597706	0.998643	0.999874	0.93499	0.769307	0.999996	0.999973	0.999996	0.826842	0.99906	0.996673	0.999828	0.999996	0.932782	0.999996	1	3	2	2	1	0	0	1	1	0	1	1	2	1	3	5	4	4	6	4	6	4	5	2	2	6	5	6
UBA3	2.3906e-5	1.2636e-7	1.2491e-8	1.4216e-4	9.4427e-4	0.0062245	0.088608	3.6881e-10	1.2981e-5	8.229e-4	9.2335e-5	0.021495	0.97874	1	2.9632050000000003	3.692316	5.063969999999999	3.696175	-0.1347465	0.031467999999999996	-3.8190500000000003	6.049605	4.01901	1.84124	4.683785	-0.6694500000000001	-1.7699	-5.26104	0.00019481000000000001	3.8169e-6	3.8228e-6	6.4655e-4	0.0040251	0.016701	0.20754	3.8317e-6	1.1035e-4	0.0032711	4.2531e-4	0.069387	0.97895	1	3.7103887536517	5.418289218100965	5.417618422663281	3.189397883955381	2.3952233255051305	1.7772575239733992	0.6828981876019949	5.416608501014383	3.957227662502326	2.4853061789614297	3.371294405920441	1.158721889157807	0.00923948927819713	-0	0.031559	7.07e-4	7.07e-4	0.130363	0.3487	0.676907	0.999996	8.25e-4	0.015952	0.303041	0.05495	0.861525	0.999996	0.999996	4	4	5	4	2	1	1	5	5	3	4	3	0	0	5	5	5	4	6	3	6	5	5	4	4	6	4	6
UBA5	0.3393	0.049067	0.24632	0.16924	0.13271	0.58272	0.74537	0.014883	0.0034647	0.13312	0.060119	0.028907	0.182	0.26182	0.152385	0.306286	0.19496999999999998	0.414955	0.2943335	-1.228155	-1.21115	0.384895	0.35329	0	0.655415	-0.05809	-0.43418	-0.85046	0.56652	0.14224	0.4584	0.37465	0.27288	0.7531	0.77806	0.058276	0.01648	0.31554	0.18723	0.08832	0.39471	0.44162	0.24678475352112025	0.8469782563738615	0.3387553910406665	0.42637426306588017	0.5640282936006592	0.12314735239865651	0.10898691115404961	1.2345102653705655	1.783042792638903	0.500945578802899	0.7276245626994546	1.0539409396148764	0.40372187059003267	0.354951266590106	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.784292	0.485699	0.996673	0.999828	0.930438	0.975239	0.999996	3	4	3	3	3	2	1	5	4	4	4	4	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBA52	0.97579	0.96022	0.66655	0.97286	0.99863	0.95073	0.99958	0.012053	0.165	0.29791	0.027394	0.83414	0.23986	0.83931	-5.142295	-2.6612839999999998	-0.49057999999999996	-4.5478250000000005	-4.5179165	-3.052555	-5.09575	0.300865	-0.34711000000000003	1.51464	4.1101849999999995	-1.96537	-1.2409000000000001	-3.04874	0.97568	0.96026	0.66874	0.97299	0.99872	0.9509	0.99963	0.02294	0.26671	0.36847	0.027347	0.83278	0.31385	0.84069	0.01069259731471334	0.01761116146327509	0.1747426991423637	0.011891623212774982	5.562530147613108e-4	0.021865152601710482	1.6071869309628963e-4	1.6394065864347511	0.5739607006078328	0.43359786564707875	1.5630903093637156	0.07946971336536028	0.5032778670132705	0.07536411848107497	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.535088	0.99906	0.996673	0.642394	0.999996	0.956052	0.999996	0	0	0	0	0	0	0	1	1	1	1	1	1	0	2	3	1	3	2	3	2	2	2	2	1	5	2	4
UBA6	0.083701	0.29619	0.4181	0.69165	0.71678	0.029999	0.1466	0.37238	0.72688	0.5201	0.75253	0.77218	0.44146	0.35489	0.381505	0.407606	0.34185000000000004	0.381545	0.1899635	0.6781649999999999	0.48558	-0.496135	-0.42950999999999995	-0.56458	-0.380155	-0.30822	0.12939900000000001	0.24462	0.22676	0.50392	0.63835	0.82026	0.75882	0.1034	0.29499	0.60164	0.83945	0.73355	0.86183	0.80246	0.66204	0.51677	0.6444335516810676	0.29763840465818375	0.1949411372815389	0.08604846631424516	0.119861231058057	0.9854794612420763	0.5301927061182097	0.2206632974134513	0.07600516655485116	0.13457027857049766	0.06457839234594545	0.09557660653957888	0.1791157699946353	0.28670270633772205	0.998643	0.999874	0.999582	0.998991	0.999996	0.971472	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	3	3	2	1	4	2	3	1	2	2	1	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBA7	0.44378	0.67129	0.93435	0.46818	0.77818	0.77159	0.79761	0.093028	0.69978	0.83206	0.92129	0.54677	0.96951	0.51674	-1.9979950000000002	-1.1846839999999998	-0.7728200000000001	-0.889585	-0.9637164999999999	-0.8229249999999999	-0.57775	0.142427	-1.00729	-0.68764	-1.492915	-0.69588	-0.9626000000000001	-0.6610400000000001	0.66592	0.79423	0.93607	0.6881	0.79489	0.8707	0.8102	0.24662	0.82211	0.8695	0.93702	0.68678	0.9703	0.65852	0.17657794146846711	0.10005371260279738	0.028691673188161012	0.16234844215360753	0.09969296656154554	0.060131455540490264	0.09140776115243056	0.6079717065828206	0.08507006908179285	0.06073041366126871	0.02825113931826182	0.16318236059340055	0.013093968619278813	0.18143103048543724	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	2	1	3	1	2	1	3	2	1	1	2	0	1	6	6	6	6	6	6	6	6	6	5	6	6	6	6
UBAC1	0.15223	0.28255	0.10193	0.023977	0.64148	0.15692	0.31433	0.94331	0.43779	0.67272	0.0084343	0.85668	0.76649	0.14426	0.379305	0.340236	0.28500000000000003	0.497885	0.1975535	0.384025	0.26778	-0.426585	-0.08254999999999998	-0.21253	1.2602849999999999	0.21888800000000003	0.144421	0.43161	0.34674	0.48853	0.25392	0.085815	0.72243	0.35349	0.48555	0.9487	0.65853	0.81234	0.03714	0.85943	0.8667	0.29095	0.4599960551499733	0.3111087616598306	0.595303090589227	1.0664367931786507	0.14120422758390233	0.4516228675990421	0.31376604154174564	0.02287109941931779	0.18142443552728213	0.09026216137654812	1.4301581005962385	0.06578949053219865	0.0621312034361406	0.5361816384705704	0.998643	0.999874	0.999582	0.848575	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.745899	0.999996	0.999996	0.984233	3	2	2	5	1	4	2	1	3	2	5	1	2	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBAC2	0.56897	0.91636	0.53726	0.61103	0.87471	0.93853	0.91545	0.93885	0.96402	0.65297	0.31548	0.89534	0.31829	0.28847	-0.538735	-0.478784	-0.40119	-0.47604500000000005	-0.4311565	-0.354205	-0.27904	-0.708185	-0.68236	-1.00446	-0.19920500000000002	-0.6110800000000001	-0.29533	-0.24454000000000004	0.72139	0.91657	0.68855	0.75063	0.87371	0.93878	0.91544	0.93913	0.96403	0.78359	0.531	0.89469	0.53267	0.43091	0.14182988222131543	0.037834361631572985	0.16206451737415428	0.12457408237684575	0.05863269356606254	0.027436171291340856	0.038370115068275645	0.027274285928968654	0.015909450919025552	0.10591111501080144	0.2749054789185309	0.04832741676320393	0.2735417620125094	0.3656134272520223	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.995753	2	0	2	1	0	0	0	1	0	2	3	0	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5
UBALD1	0.14135	0.27062	0.17319	0.21059	0.82953	0.20516	0.36524	0.05416	0.08062	0.098205	0.51919	0.074276	0.23722	0.27837	-0.6502749999999999	-0.464214	-0.6193000000000001	-0.127035	-0.5946065	0.258955	0.13874999999999998	-0.22857499999999997	-0.38761999999999996	-0.08865	-1.663215	0.53828	-0.14543999999999999	0.26112	0.3282	0.47437	0.37616	0.39861	0.83335	0.42511	0.52706	0.17208	0.21609	0.2545	0.73517	0.16929	0.45512	0.45495	0.4838614232829256	0.3238827843285149	0.42462738821913587	0.39945181027591636	0.07917256024484448	0.3714986788631797	0.278139942309905	0.7642696026205938	0.6653653305036478	0.5943122133272224	0.13361222346673104	0.7713686950102963	0.34187407924028484	0.34203633063365524	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.978483	0.989288	0.996673	0.999828	0.960288	0.975675	0.999996	1	3	2	3	1	3	2	3	3	3	2	2	3	2	6	6	6	5	6	6	6	6	6	6	6	5	6	6
UBALD2	0.12379	0.047427	0.071419	0.15932	0.26201	0.2537	0.55023	0.02791	0.007745	0.0018951	0.096483	0.032264	0.32666	0.79598	0.26932500000000004	0.179996	0.007440999999999996	0.584665	0.0957005	0.249335	0.193927	1.095645	0.86048	1.11688	0.842125	0.48518	0.071285	-0.31327	0.29796	0.13903	0.1951	0.35824	0.43859	0.47575	0.68946	0.09814	0.032477	0.0095079	0.25427	0.096392	0.54755	0.80905	0.5258420343978109	0.8568914772374875	0.709742730605482	0.44582592376504493	0.3579412746063504	0.32262120304094194	0.16149092496774073	1.0081539463551032	1.4884240946900842	2.021915394642277	0.5947048769577131	1.0159590086285732	0.2615762167022448	0.09202463777822602	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.853047	0.668651	0.407058	0.999828	0.930438	0.999996	0.999996	3	3	3	4	1	3	1	4	4	4	4	4	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBAP1	0.15024	0.94374	0.005201	0.5236	0.99988	0.033414	0.39712	2.9549e-4	0.427	0.70722	0.99414	0.47433	0.18962	0.18708	0.850085	-1.0135839999999998	1.26937	-2.230425	-2.4600165	0.582255	-0.89795	2.040605	-1.33989	-1.63726	-3.299515	-2.04037	-0.57779	-1.2936400000000001	0.26301	0.94377	0.018376	0.67111	0.99991	0.10039	0.55433	0.0014522	0.64794	0.82437	0.99403	0.6247	0.40417	0.35306	0.5800277387260001	0.025133831868605995	1.7357490178130304	0.17320628984938746	3.9088262369500037e-5	0.9983095457678471	0.25623161702021335	2.837973567578823	0.1884652084432373	0.08387782120083437	0.0026005083211486095	0.20432849405397824	0.39343592564997143	0.45215148312596687	0.998643	0.999874	0.486022	0.998991	0.999996	0.971472	0.999996	0.144326	0.99906	0.996673	0.999828	0.999996	0.975239	0.995753	2	0	1	1	0	3	2	5	2	2	0	1	3	1	3	5	4	4	6	5	6	6	6	5	5	6	6	6
UBAP1L	0.65861	0.48673	0.17435	0.58634	0.43636	0.025874	0.069256	0.3024	0.062273	0.21778	0.13033	0.16349	0.35576	0.69037	-0.19327499999999997	-0.315464	-0.04646000000000001	-0.368955	-0.5054265	0.521045	0.359	0.220056	0.33162	0.32267	0.417155	0.30102	0.3675	0.32933	0.80243	0.66135	0.37746	0.7593	0.58595	0.091249	0.17762	0.5365	0.18054	0.45053	0.31184	0.32284	0.57614	0.74797	0.09559284296009195	0.17956864211799617	0.42312906443135007	0.11958660012208334	0.23213944140604578	1.0397718862891492	0.7505081342747353	0.27043027369803013	0.7434265618762758	0.3462762848166299	0.5060681782264538	0.49101266136308175	0.23947197171632706	0.1261158207127278	0.998643	0.999874	0.999582	0.998991	0.999996	0.971472	0.999996	0.999406	0.989288	0.996673	0.999828	0.999996	0.999996	0.999996	2	2	3	1	1	4	3	3	3	3	3	2	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBAP2	0.53319	0.60789	0.46623	0.40341	0.33929	0.69677	0.28693	0.74086	0.33973	0.20155	0.74033	0.084664	0.84432	0.68826	-0.070515	-0.234064	-0.010107999999999999	0.1136258	-0.09846649999999998	-0.373785	-0.21229000000000003	0.169001	0.31814	0.39824000000000004	-0.218655	0.50151	-0.1147	0.04601999999999999	0.73466	0.74729	0.67258	0.62703	0.50262	0.82136	0.46304	0.85411	0.561	0.4264	0.85467	0.20829	0.89249	0.74695	0.13391360552405657	0.1265108292972592	0.17225605111412728	0.20271168002610584	0.29876023417395714	0.08546645098598171	0.33438149056105654	0.06848619334308255	0.25103713874383854	0.3701828039814842	0.0682015400599536	0.6813315800237842	0.04939664128764531	0.1267084683999408	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.991768	0.999996	0.999996	1	2	2	2	1	2	2	2	2	2	2	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBAP2L	0.97691	0.5512	0.15736	0.031778	0.47438	0.023975	0.0044342	0.44406	0.091697	0.069124	0.11944	0.017028	0.5953	0.7666	-1.031095	0.155089	0.34221	0.775365	0.2081835	0.28563499999999997	0.36299	-1.463495	-0.25576	-0.40190000000000003	0.978635	-0.11509999999999998	-1.4374	-1.3076400000000001	0.97702	0.70651	0.35405	0.10904	0.61945	0.085428	0.017788000000000002	0.66798	0.23704	0.20117	0.29368	0.058061	0.7567	0.79004	0.010096546004117822	0.1508816867325016	0.4509354012772805	0.9624141571733829	0.20799374271881804	1.0683997610153737	1.7498728792231029	0.17523654054791082	0.6251783615280053	0.6964367840827516	0.5321256285040696	1.2361154884708987	0.12107626603243281	0.10235091967221796	0.998643	0.999874	0.999582	0.931572	0.999996	0.971472	0.639122	0.999406	0.99906	0.996673	0.999828	0.810976	0.999996	0.999996	0	2	4	5	2	2	2	2	4	4	4	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBASH3A	0.57658	0.91478	0.94593	0.95915	0.89113	0.112	0.11456	0.68279	0.70097	0.59798	0.87657	0.12457	0.57189	0.1809	-1.030095	-0.678794	-0.37887	-0.990525	-0.7309865	0.348865	0.32237	-0.344445	-0.34031999999999996	0.4122	-1.060515	-0.19582	-0.31460999999999995	-0.18359000000000003	0.72704	0.91487	0.94592	0.95897	0.89029	0.26354	0.23658	0.80594	0.80608	0.74465	0.8943	0.25448	0.71841	0.32321	0.13844169464111275	0.03864061335838783	0.024145591957305906	0.018194978896332408	0.050468504720240163	0.579153458398803	0.6260219725431332	0.09369728901234206	0.09362185418198098	0.12804780615811223	0.0485167692477068	0.5943463439006931	0.1436276310810182	0.4905152107760598	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.991768	0.999996	0.991135	1	0	0	0	0	3	3	1	1	2	1	1	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5
UBASH3B	0.15904	0.6275	0.82865	0.65105	0.76422	0.14949	0.097426	0.0013284	0.028567	0.58125	0.31966	0.021978	0.16017	0.1128	0.414945	-0.288204	-0.26154	-0.227045	-0.4105865	-0.5613049999999999	-0.65805	1.5823049999999999	0.5123	-0.014529999999999987	-0.847145	0.7459199999999999	0.32372999999999996	0.54333	0.35823	0.76107	0.87939	0.78093	0.78627	0.3407	0.22117	0.0062954	0.098983	0.76385	0.55467	0.070721	0.35914	0.24383	0.44583804693787654	0.11857539682255407	0.05581847727613957	0.1073878931088688	0.10442829445075405	0.46762786643212256	0.6552737820601398	2.2009766702783167	1.0044393876262825	0.11699191703709245	0.25596532282999973	1.1504516069965187	0.4447362216858725	0.6129128613389951	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.280471	0.957677	0.996673	0.999828	0.861525	0.96246	0.955682	3	2	1	2	1	2	2	5	4	2	2	4	3	3	6	6	6	5	6	6	6	6	6	6	6	6	6	6
UBB	0.094623	0.64847	0.40835	0.97094	0.35125	0.42617	0.33408	0.40183	0.032313	0.085969	0.088594	0.041001	0.11815	0.15331	-0.5031350000000001	-0.286264	-1.10303	-0.747715	-0.03356049999999999	0.018732	0.29508999999999996	0.392225	0.51892	0.56757	1.598385	-0.35577	0.11240700000000001	-0.6901200000000001	0.21162	0.69595	0.58932	0.97076	0.4732	0.58203	0.47016	0.56659	0.096251	0.19716	0.228	0.11048	0.24917	0.29658	0.6744432899488667	0.15742196082638538	0.22964881982077132	0.012888127001384113	0.32495526404410724	0.23505462961355833	0.3277543222936576	0.2467310948052464	1.01659474969244	0.7051811905173134	0.6420651529995461	0.9567163344294252	0.6035042478024333	0.5278581391555796	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.999828	0.933291	0.90974	0.987599	2	1	2	0	1	1	1	2	2	2	4	2	1	1	4	4	5	4	4	4	4	4	4	4	5	5	4	5
UBC	0.90574	0.48489	0.20648	0.31403	0.44121	0.048599	0.0035817	0.042485	0.073045	0.50189	0.0032898	0.18457	0.36828	0.52056	-0.39716500000000005	-0.142224	0.2938	-0.009885000000000005	-0.3285865	0.6260049999999999	0.46386	0.442625	0.58944	-1.50836	1.972485	-0.26256999999999997	0.27479	-0.5894600000000001	0.90974	0.65998	0.41427	0.54018	0.59014	0.15442	0.014596	0.12492	0.20176	0.71913	0.015829	0.3519	0.58877	0.66193	0.041082709546275596	0.1804692250963815	0.38271651566670084	0.26746149947184134	0.22904494765463132	0.8112964518815714	1.8357661453073892	0.9033680244418391	0.6951649307709936	0.1431925933733825	1.8005465209051699	0.45358073316480835	0.230054327010206	0.179187935365632	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.575008	0.910754	0.989288	0.996673	0.475593	0.999996	0.999996	0.999996	1	1	3	2	2	4	3	3	4	2	4	2	2	2	5	6	6	6	6	6	6	5	6	6	6	6	6	6
UBD	0.7276	0.98478	0.18177	0.86493	0.71566	0.8686	0.8073	0.11254	0.032622	0.36998	0.044152	0.044105	0.151	0.129	-0.04216500000000001	-0.268514	0.22938	-0.247925	-0.06354649999999999	-0.192575	0.037922	-0.11033500000000002	-0.21451	-0.35484000000000004	0.214165	0.16997	0.006929999999999992	0.38493	0.84366	0.98539	0.38561	0.90688	0.75828	0.90506	0.81757	0.28049	0.11083	0.59748	0.14505	0.12526	0.34308	0.26819	0.07383254137648379	0.006391849374744404	0.4138517120915463	0.04245017576865241	0.12017039858838713	0.04332262874489367	0.08747505296461552	0.5520826175530433	0.9553426667651339	0.22367662767691565	0.838482266861317	0.9021875926347109	0.46460459859438635	0.5715574197200117	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.999828	0.947925	0.956052	0.970416	2	0	3	1	1	1	1	3	3	3	4	3	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBE2A	0.17537	0.80096	0.34872	0.2542	0.48094	0.70559	0.82103	0.1657	0.10505	0.47613	0.2253	0.25051	0.328	0.35323	-0.10225500000000001	0.045565999999999995	-0.05176000000000001	-0.313015	0.2271435	-0.888525	-0.6808700000000001	-0.395285	0.156004	0.37886	-0.17130499999999999	0.12834410000000002	-0.9701	-0.9933400000000001	0.38477	0.85031	0.56612	0.48048	0.62544	0.82674	0.8281	0.37038	0.26175	0.69603	0.4624	0.4424	0.54877	0.51557	0.4147987966715538	0.07042271340930031	0.2470915020025148	0.3183246851450941	0.2038143469118281	0.08263104947877045	0.08191721535781282	0.4313524726492468	0.5821133096491201	0.1573720412031285	0.3349821745875274	0.35418488170335816	0.2606096385377823	0.2877123613215648	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	1	2	1	2	1	1	2	4	3	4	3	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBE2B	0.093129	0.34051	0.31795	0.0044263	0.182	0.9156	0.81486	0.78234	0.34051	0.12262	0.25667	0.45442	0.053922	0.23863	0.529155	0.362196	-0.06938	1.150575	0.3841235	0.276335	0.32567	0.07838	-0.04993	-0.74871	0.133073	-0.15372999999999998	-0.09473000000000001	-0.21134999999999998	0.24395	0.55285	0.5349	0.020839	0.34617	0.9271	0.82341	0.87951	0.56173	0.29782	0.49508	0.60834	0.16219	0.42216	0.612699177551715	0.2573926860714107	0.2717274021049829	1.6811231253390184	0.4607105719285547	0.032873418923587215	0.08438386296587401	0.055759218264360325	0.2504723813819331	0.5260461407074741	0.3053246177304829	0.2158536265616651	0.7899759261957676	0.37452291883093275	0.998643	0.999874	0.999582	0.502987	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.869759	0.995753	4	3	3	6	2	1	1	1	1	2	1	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBE2C	0.52529	0.99731	0.028134	0.93862	0.99974	0.037324	0.16934	0.014483	0.25447	0.26826	0.048588	0.046532	0.002368	0.01443	-1.865795	-2.031784	-0.77363	-2.345925	-2.7208165	-0.06787499999999999	-1.08995	0.825145	-0.00936999999999999	-0.16497	-1.531115	-1.11387	1.4779	0.26859	0.67313	0.99723	0.086085	0.93884	0.99979	0.1101	0.32908	0.047953	0.42226	0.44858	0.13247	0.13104	0.0088622	0.049265	0.17190105341277007	0.0012046649471653627	1.0650725161973604	0.027408415228960724	9.121141873390599e-5	0.9582126810282482	0.48269851136584324	1.319184217634301	0.3744200566334638	0.34816009339965376	0.8778824636867368	0.8825961155836568	2.0524584531403054	1.3074615128742537	0.998643	0.999874	0.837471	0.998991	0.999996	0.977874	0.999996	0.75154	0.99906	0.996673	0.999828	0.947925	0.549033	0.839977	1	0	1	0	0	2	2	1	1	1	2	2	3	4	4	5	5	5	6	5	6	4	4	4	4	6	4	6
UBE2D1	0.69322	0.93198	0.41924	0.84915	0.91082	0.42189	0.34331	0.10386	0.45059	0.95961	0.21925	0.20408	0.91793	0.91465	-1.0347950000000001	-0.406464	-0.043314	-0.804115	-0.3277665	-0.085225	0.01646099999999999	0.180435	-0.4013	-1.19696	-0.06359500000000001	-0.12684	-0.19349999999999998	0.06876099999999999	0.82289	0.93238	0.63949	0.90130999999999994	0.91129	0.64356	0.50913	0.26572	0.67098	0.96066	0.45309	0.37963	0.92623	0.91475	0.08465821531732871	0.03040705087732498	0.19416624239529626	0.045125810426114105	0.0403433954114025	0.19141095698930707	0.29317131182026596	0.5755757562304881	0.17329042471787465	0.017430292093106467	0.34381552288535744	0.4206394750654873	0.03328115659254978	0.03869758184135492	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	0	3	1	0	2	2	4	3	1	3	2	1	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBE2D2	0.17867	0.020609	0.017176	0.34218	0.0084618	0.42737000000000003	0.46567	0.904	0.68941	0.17544	0.78617	0.5788	0.23432	0.18615	0.5828249999999999	0.416266	0.21764999999999998	-0.02091499999999999	0.4632035	-0.303875	-0.23342000000000002	-1.5043950000000001	-0.9769899999999999	-0.0247	-0.952415	-0.9483699999999999	-1.0392000000000001	-1.02274	0.38985	0.073784	0.063569	0.56737	0.033119	0.64875	0.61271	0.92837	0.81526	0.38567	0.88238	0.71488	0.45212	0.35181	0.4091024614433062	1.1320378043702812	1.1967546203753918	0.24613363149206005	1.4799227848412158	0.1879226291434857	0.21274503151825275	0.03227890208618267	0.08870386542211756	0.4137841421585343	0.0543443441626917	0.14576685290050378	0.34474628107116795	0.45369182012842796	0.998643	0.862144	0.776621	0.998991	0.717574	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.975675	0.995753	4	5	4	3	5	1	2	1	1	2	2	1	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UBE2D3	0.16836	0.083307	0.091691	0.93726	0.50905	0.88472	0.91886	0.33671	0.092541	0.75722	0.01596	0.021734	0.96446	0.98266	-1.013495	0.771226	0.6608999999999999	-0.378245	-0.3780265	-1.2216550000000002	-2.69905	-1.5132949999999998	-0.6302099999999999	-1.09286	0.557045	-0.35509999999999997	-2.9838999999999998	-2.6995400000000003	0.3323	0.19917	0.18123	0.93757	0.65133	0.89107	0.91906	0.55542	0.23509	0.79775	0.052237	0.065911	0.96458	0.98284	0.478469658721289	0.7007760766334171	0.7417699095508712	0.027996297489487825	0.18619891793462162	0.05008817764706706	0.036656135166315267	0.25537848588707196	0.6287658440234462	0.09813318713445199	1.2820217727907477	1.1810420992051112	0.015661747161892593	0.0075171767485606045	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.996275	0.996673	0.799126	0.856188	0.999996	0.999996	2	3	2	0	2	1	0	2	3	1	3	2	0	0	4	5	3	4	6	5	6	5	5	4	4	5	5	5
